timestamp,open,high,low,close,volume
2026-04-02T09:15:00,343.8,343.8,11.6,13.7,481220
2026-04-02T09:16:00,13.1,14.45,11.25,13.4,460060
2026-04-02T09:17:00,14.1,16.05,12.55,13.15,389400
2026-04-02T09:18:00,13.25,13.4,10.25,11.3,384600
2026-04-02T09:19:00,11.2,11.25,10.5,10.7,221560
2026-04-02T09:20:00,10.8,10.8,9.3,9.65,239880
2026-04-02T09:21:00,9.6,9.65,9.1,9.55,145500
2026-04-02T09:22:00,9.6,9.65,8.55,8.65,132500
2026-04-02T09:23:00,8.75,10.15,8.6,9.55,255060
2026-04-02T09:24:00,9.6,10.05,9.4,9.95,197280
2026-04-02T09:25:00,10.15,11.05,9.75,10.3,245520
2026-04-02T09:26:00,10.1,10.3,8.8,9.0,279320
2026-04-02T09:27:00,9.1,9.45,8.55,9.2,168520
2026-04-02T09:28:00,9.2,9.2,8.65,8.85,105560
2026-04-02T09:29:00,8.75,9.0,8.15,8.65,189940
2026-04-02T09:30:00,8.6,10.75,8.6,10.35,232300
2026-04-02T09:31:00,10.85,11.65,10.15,10.25,302720
2026-04-02T09:32:00,10.05,11.15,10.0,10.55,198120
2026-04-02T09:33:00,10.55,10.75,9.8,10.15,134500
2026-04-02T09:34:00,10.15,11.5,9.75,11.2,107280
2026-04-02T09:35:00,11.0,11.05,10.2,10.75,129600
2026-04-02T09:36:00,10.55,12.6,10.15,12.0,253440
2026-04-02T09:37:00,12.4,13.8,12.15,12.85,393380
2026-04-02T09:38:00,12.7,12.9,11.4,12.3,225220
2026-04-02T09:39:00,12.3,12.3,9.65,10.0,289140
2026-04-02T09:40:00,9.95,10.5,9.55,10.15,160200
2026-04-02T09:41:00,10.3,11.8,10.3,11.15,202780
2026-04-02T09:42:00,10.9,10.95,9.45,9.85,138360
2026-04-02T09:43:00,9.95,10.3,9.25,9.7,112640
2026-04-02T09:44:00,9.65,9.9,9.15,9.85,93620
2026-04-02T09:45:00,10.0,11.05,9.85,10.75,145100
2026-04-02T09:46:00,10.25,10.25,9.4,9.4,134160
2026-04-02T09:47:00,9.3,9.6,9.2,9.25,138840
2026-04-02T09:48:00,9.3,9.4,8.55,8.6,223600
2026-04-02T09:49:00,8.55,8.75,8.35,8.65,110780
2026-04-02T09:50:00,8.65,9.1,8.5,8.65,109900
2026-04-02T09:51:00,8.65,8.8,8.25,8.55,109860
2026-04-02T09:52:00,8.55,8.6,7.65,8.25,134200
2026-04-02T09:53:00,8.3,8.35,8.05,8.2,116460
2026-04-02T09:54:00,8.35,8.35,7.9,7.95,117600
2026-04-02T09:55:00,8.15,8.15,7.6,7.9,109000
2026-04-02T09:56:00,7.95,8.2,7.85,7.85,101760
2026-04-02T09:57:00,7.9,7.9,7.65,7.7,67260
2026-04-02T09:58:00,7.8,7.8,7.5,7.6,86440
2026-04-02T09:59:00,7.7,7.75,7.4,7.5,72100
2026-04-02T10:00:00,7.5,7.6,7.1,7.5,184940
2026-04-02T10:01:00,7.55,7.8,7.35,7.75,120700
2026-04-02T10:02:00,7.8,7.85,7.35,7.5,109300
2026-04-02T10:03:00,7.55,7.65,7.05,7.1,91800
2026-04-02T10:04:00,7.2,7.3,7.05,7.2,83040
2026-04-02T10:05:00,7.25,7.35,7.15,7.2,80320
2026-04-02T10:06:00,7.25,7.25,6.9,6.95,86860
2026-04-02T10:07:00,6.9,7.15,6.9,7.1,100160
2026-04-02T10:08:00,7.05,7.1,6.65,6.8,73240
2026-04-02T10:09:00,6.8,6.95,6.65,6.8,78860
2026-04-02T10:10:00,6.8,6.85,6.7,6.75,89040
2026-04-02T10:11:00,6.8,6.85,6.7,6.75,66980
2026-04-02T10:12:00,6.8,6.9,6.6,6.65,50860
2026-04-02T10:13:00,6.65,7.25,6.6,7.2,72180
2026-04-02T10:14:00,7.25,7.85,7.2,7.65,141640
2026-04-02T10:15:00,7.6,7.6,7.0,7.25,99880
2026-04-02T10:16:00,7.2,7.2,6.65,6.75,103700
2026-04-02T10:17:00,6.75,6.75,6.1,6.5,157120
2026-04-02T10:18:00,6.55,6.7,6.2,6.6,88920
2026-04-02T10:19:00,6.55,6.6,6.2,6.45,66460
2026-04-02T10:20:00,6.45,7.0,6.35,7.0,170280
2026-04-02T10:21:00,6.95,6.95,5.5,6.3,179140
2026-04-02T10:22:00,6.35,6.4,6.05,6.05,67280
2026-04-02T10:23:00,6.05,6.2,5.65,5.9,141340
2026-04-02T10:24:00,5.85,5.9,5.7,5.75,59560
2026-04-02T10:25:00,5.8,6.1,5.8,6.05,75800
2026-04-02T10:26:00,6.0,6.3,5.85,6.1,70980
2026-04-02T10:27:00,6.15,6.35,6.1,6.3,72060
2026-04-02T10:28:00,6.25,6.3,5.85,6.1,74900
2026-04-02T10:29:00,6.1,6.2,6.0,6.05,36120
2026-04-02T10:30:00,6.1,6.3,5.8,6.1,89480
2026-04-02T10:31:00,6.1,6.5,6.0,6.3,69980
2026-04-02T10:32:00,6.45,6.5,5.9,6.0,164820
2026-04-02T10:33:00,6.0,6.35,5.8,5.8,93140
2026-04-02T10:34:00,5.75,5.9,5.7,5.85,69760
2026-04-02T10:35:00,5.8,6.0,5.7,5.8,107500
2026-04-02T10:36:00,5.8,6.35,5.75,6.2,89140
2026-04-02T10:37:00,6.15,6.7,6.1,6.6,68020
2026-04-02T10:38:00,6.55,6.75,6.4,6.55,71000
2026-04-02T10:39:00,6.5,6.65,6.1,6.4,80840
2026-04-02T10:40:00,6.4,6.95,6.3,6.7,123240
2026-04-02T10:41:00,6.7,6.7,5.75,6.2,156820
2026-04-02T10:42:00,6.25,6.65,6.1,6.5,154200
2026-04-02T10:43:00,6.55,6.55,6.0,6.2,101020
2026-04-02T10:44:00,6.15,6.2,5.65,5.75,64380
2026-04-02T10:45:00,5.85,6.0,5.75,6.0,58600
2026-04-02T10:46:00,6.0,6.05,5.55,5.7,85440
2026-04-02T10:47:00,5.7,5.75,5.1,5.35,242200
2026-04-02T10:48:00,5.35,5.55,5.2,5.4,156020
2026-04-02T10:49:00,5.45,5.5,5.25,5.3,99540
2026-04-02T10:50:00,5.25,5.5,5.25,5.4,68820
2026-04-02T10:51:00,5.3,5.4,5.25,5.25,43780
2026-04-02T10:52:00,5.25,5.25,4.95,5.0,70280
2026-04-02T10:53:00,5.0,5.45,4.9,5.4,157160
2026-04-02T10:54:00,5.45,5.6,5.15,5.4,130020
2026-04-02T10:55:00,5.35,5.45,5.15,5.45,38780
2026-04-02T10:56:00,5.4,6.05,5.4,5.95,142420
2026-04-02T10:57:00,5.95,6.15,5.7,5.7,148900
2026-04-02T10:58:00,5.7,6.1,5.35,5.5,114540
2026-04-02T10:59:00,5.45,5.95,5.3,5.9,74180
2026-04-02T11:00:00,6.05,6.3,5.9,6.0,137040
2026-04-02T11:01:00,6.0,6.0,5.3,5.6,131800
2026-04-02T11:02:00,5.55,6.1,5.4,6.1,116060
2026-04-02T11:03:00,6.05,6.05,5.4,5.4,119440
2026-04-02T11:04:00,5.5,5.6,5.25,5.4,65700
2026-04-02T11:05:00,5.3,5.8,5.3,5.7,92040
2026-04-02T11:06:00,5.7,5.7,4.75,5.35,133440
2026-04-02T11:07:00,5.3,5.35,5.05,5.25,68180
2026-04-02T11:08:00,5.2,5.5,5.1,5.15,67020
2026-04-02T11:09:00,5.15,5.25,4.7,5.2,131760
2026-04-02T11:10:00,5.2,5.2,4.6,4.95,173120
2026-04-02T11:11:00,4.95,5.05,4.75,4.9,93520
2026-04-02T11:12:00,4.85,5.2,4.85,4.95,87460
2026-04-02T11:13:00,5.0,5.15,4.8,5.1,59400
2026-04-02T11:14:00,5.0,5.15,4.9,4.95,53360
2026-04-02T11:15:00,4.95,5.15,4.9,4.9,53500
2026-04-02T11:16:00,4.95,4.95,4.7,4.9,69440
2026-04-02T11:17:00,4.9,5.0,4.4,4.55,100640
2026-04-02T11:18:00,4.6,4.7,4.5,4.55,45780
2026-04-02T11:19:00,4.55,4.6,4.35,4.5,108840
2026-04-02T11:20:00,4.55,4.65,4.4,4.5,46100
2026-04-02T11:21:00,4.5,4.55,4.4,4.55,59300
2026-04-02T11:22:00,4.55,4.6,4.5,4.55,38320
2026-04-02T11:23:00,4.55,4.7,4.5,4.7,61740
2026-04-02T11:24:00,4.7,4.7,4.4,4.55,69860
2026-04-02T11:25:00,4.5,4.65,4.5,4.55,28140
2026-04-02T11:26:00,4.65,4.8,4.5,4.6,45060
2026-04-02T11:27:00,4.6,4.6,4.4,4.55,71140
2026-04-02T11:28:00,4.6,4.6,4.4,4.4,50980
2026-04-02T11:29:00,4.35,4.5,4.3,4.35,50420
2026-04-02T11:30:00,4.3,4.4,4.25,4.3,33260
2026-04-02T11:31:00,4.25,4.45,4.25,4.4,28620
2026-04-02T11:32:00,4.4,4.55,4.3,4.5,51240
2026-04-02T11:33:00,4.45,4.5,4.35,4.4,37700
2026-04-02T11:34:00,4.45,4.45,4.1,4.15,68460
2026-04-02T11:35:00,4.1,4.6,4.1,4.55,86740
2026-04-02T11:36:00,4.5,4.8,4.5,4.8,68800
2026-04-02T11:37:00,4.7,4.75,4.55,4.7,59680
2026-04-02T11:38:00,4.65,4.65,4.35,4.45,58160
2026-04-02T11:39:00,4.45,4.55,4.25,4.5,62380
2026-04-02T11:40:00,4.4,4.5,4.25,4.3,26380
2026-04-02T11:41:00,4.3,4.4,4.0,4.1,78840
2026-04-02T11:42:00,4.1,4.3,4.1,4.2,61360
2026-04-02T11:43:00,4.15,4.35,4.15,4.35,31860
2026-04-02T11:44:00,4.35,4.35,4.1,4.15,53880
2026-04-02T11:45:00,4.2,4.5,4.15,4.45,57900
