timestamp,open,high,low,close,volume
2026-04-02T09:15:00,449.5,449.5,9.85,11.0,585000
2026-04-02T09:16:00,11.0,12.0,9.55,11.15,550780
2026-04-02T09:17:00,11.4,12.75,10.4,11.15,413480
2026-04-02T09:18:00,11.2,11.2,9.1,9.5,292800
2026-04-02T09:19:00,9.45,9.65,8.75,8.9,381420
2026-04-02T09:20:00,9.05,9.15,7.7,7.9,424700
2026-04-02T09:21:00,8.0,8.1,7.65,7.95,237660
2026-04-02T09:22:00,8.05,8.2,7.25,7.3,307560
2026-04-02T09:23:00,7.4,8.35,7.15,7.75,182140
2026-04-02T09:24:00,7.9,8.5,7.85,8.45,281800
2026-04-02T09:25:00,8.5,9.15,8.2,8.6,248360
2026-04-02T09:26:00,8.4,8.5,7.55,7.75,281960
2026-04-02T09:27:00,7.85,7.95,7.35,7.8,158240
2026-04-02T09:28:00,7.85,7.85,7.4,7.5,127700
2026-04-02T09:29:00,7.45,7.7,6.9,7.25,213480
2026-04-02T09:30:00,7.25,8.95,7.2,8.7,242300
2026-04-02T09:31:00,8.9,9.65,8.5,8.7,235360
2026-04-02T09:32:00,8.5,9.25,8.4,9.05,199000
2026-04-02T09:33:00,9.05,9.05,8.25,8.5,206720
2026-04-02T09:34:00,8.6,9.45,8.2,9.3,131900
2026-04-02T09:35:00,9.2,9.3,8.65,9.3,109180
2026-04-02T09:36:00,8.85,10.3,8.6,9.95,277540
2026-04-02T09:37:00,10.15,10.95,9.9,10.35,332320
2026-04-02T09:38:00,10.45,10.45,9.25,9.95,217640
2026-04-02T09:39:00,10.0,10.1,8.0,8.3,284460
2026-04-02T09:40:00,8.35,8.7,8.1,8.6,154880
2026-04-02T09:41:00,8.9,9.6,8.7,9.1,191640
2026-04-02T09:42:00,9.0,9.0,7.9,8.35,174880
2026-04-02T09:43:00,8.3,8.4,7.8,8.1,143160
2026-04-02T09:44:00,8.05,8.3,7.75,8.3,180080
2026-04-02T09:45:00,8.35,8.95,8.1,8.9,151800
2026-04-02T09:46:00,8.6,8.6,7.8,7.9,141780
2026-04-02T09:47:00,7.85,7.95,7.55,7.55,148520
2026-04-02T09:48:00,7.7,7.8,7.15,7.25,174720
2026-04-02T09:49:00,7.35,7.4,7.05,7.2,134180
2026-04-02T09:50:00,7.35,7.6,7.2,7.35,82300
2026-04-02T09:51:00,7.35,7.45,7.05,7.25,74680
2026-04-02T09:52:00,7.35,7.35,6.7,7.1,151860
2026-04-02T09:53:00,7.05,7.25,6.95,7.15,116600
2026-04-02T09:54:00,7.2,7.2,6.8,6.9,73740
2026-04-02T09:55:00,7.0,7.0,6.5,6.75,96200
