timestamp,open,high,low,close,volume
2026-04-02T09:15:00,38.9,98.9,36.4,92.55,1155940
2026-04-02T09:16:00,90.2,105.0,81.75,84.15,851480
2026-04-02T09:17:00,84.55,92.15,81.0,85.0,502080
2026-04-02T09:18:00,84.75,89.5,78.6,83.7,429560
2026-04-02T09:19:00,84.0,94.9,83.8,91.35,477820
2026-04-02T09:20:00,90.25,95.35,83.95,86.2,439620
2026-04-02T09:21:00,86.7,93.7,85.0,88.4,319300
2026-04-02T09:22:00,88.4,94.0,84.0,85.15,385340
2026-04-02T09:23:00,85.8,86.7,72.15,81.35,667740
2026-04-02T09:24:00,80.85,82.75,77.05,77.05,289460
2026-04-02T09:25:00,76.85,81.15,75.55,77.15,213660
2026-04-02T09:26:00,76.75,88.7,75.8,85.0,379780
2026-04-02T09:27:00,86.3,88.35,80.35,81.25,312680
2026-04-02T09:28:00,81.5,86.0,81.3,84.9,198500
2026-04-02T09:29:00,85.3,85.6,78.75,81.7,211480
2026-04-02T09:30:00,81.9,82.45,71.8,73.45,428560
2026-04-02T09:31:00,71.5,77.9,70.0,77.9,321120
2026-04-02T09:32:00,80.05,80.5,75.05,79.65,197600
2026-04-02T09:33:00,79.65,82.15,78.1,81.15,236140
2026-04-02T09:34:00,79.4,79.6,71.25,72.0,239940
2026-04-02T09:35:00,72.45,76.3,72.2,76.3,159380
2026-04-02T09:36:00,76.9,78.6,62.65,65.25,481220
2026-04-02T09:37:00,65.45,65.55,57.4,61.45,485160
2026-04-02T09:38:00,60.8,66.9,60.4,63.55,291720
2026-04-02T09:39:00,63.6,75.75,63.45,75.25,345820
2026-04-02T09:40:00,76.0,77.85,71.25,71.5,340540
2026-04-02T09:41:00,68.2,68.2,61.65,65.8,390340
2026-04-02T09:42:00,65.95,73.55,64.65,72.4,179460
2026-04-02T09:43:00,72.5,73.55,66.4,69.8,214400
2026-04-02T09:44:00,69.55,73.3,67.95,68.85,147640
2026-04-02T09:45:00,67.15,68.4,62.4,64.25,273820
2026-04-02T09:46:00,69.2,72.0,67.1,70.65,196940
2026-04-02T09:47:00,73.3,73.3,68.45,71.5,248500
2026-04-02T09:48:00,70.85,78.15,70.4,77.15,351320
2026-04-02T09:49:00,76.5,78.65,74.2,76.0,336080
2026-04-02T09:50:00,74.75,78.25,71.1,73.65,304500
2026-04-02T09:51:00,74.3,77.1,73.55,76.65,200800
2026-04-02T09:52:00,76.55,83.95,76.55,83.9,511700
2026-04-02T09:53:00,82.55,83.05,76.4,78.7,374920
2026-04-02T09:54:00,77.3,81.6,75.8,78.1,309640
2026-04-02T09:55:00,77.75,82.85,76.2,77.45,294360
2026-04-02T09:56:00,76.4,77.3,70.75,75.2,334160
2026-04-02T09:57:00,76.2,78.75,74.25,77.7,200020
2026-04-02T09:58:00,77.25,83.7,77.25,80.8,404380
2026-04-02T09:59:00,80.95,83.45,78.55,81.7,249540
2026-04-02T10:00:00,81.35,93.9,79.45,80.9,867140
2026-04-02T10:01:00,80.3,80.5,65.2,66.5,824740
2026-04-02T10:02:00,67.05,73.6,66.6,71.9,312260
2026-04-02T10:03:00,70.8,77.25,65.8,73.85,376120
2026-04-02T10:04:00,74.6,76.5,70.55,72.4,290280
2026-04-02T10:05:00,72.9,76.8,72.9,75.75,261700
2026-04-02T10:06:00,75.3,84.0,75.3,84.0,388660
2026-04-02T10:07:00,84.7,85.65,76.85,77.55,600820
2026-04-02T10:08:00,78.9,85.35,78.9,81.15,421420
2026-04-02T10:09:00,81.5,86.2,80.45,83.45,258300
2026-04-02T10:10:00,84.8,85.15,81.75,82.35,294320
2026-04-02T10:11:00,82.5,82.5,74.4,76.75,446120
2026-04-02T10:12:00,76.4,79.25,70.25,76.0,316500
2026-04-02T10:13:00,75.65,76.85,66.9,69.05,379300
2026-04-02T10:14:00,69.05,69.05,58.25,59.8,701500
2026-04-02T10:15:00,60.3,70.8,60.25,67.4,528880
2026-04-02T10:16:00,67.1,72.7,66.75,72.7,319640
2026-04-02T10:17:00,72.1,76.35,70.9,74.8,418620
2026-04-02T10:18:00,75.0,77.8,66.2,68.55,539920
2026-04-02T10:19:00,68.45,72.05,68.15,69.8,299500
2026-04-02T10:20:00,69.5,69.85,59.5,60.75,452700
2026-04-02T10:21:00,60.6,69.15,60.6,67.95,321160
2026-04-02T10:22:00,67.25,72.95,67.05,70.2,269240
2026-04-02T10:23:00,70.75,75.7,69.6,72.3,529320
2026-04-02T10:24:00,73.0,76.4,71.95,75.4,328100
2026-04-02T10:25:00,75.35,75.65,65.35,65.35,328420
2026-04-02T10:26:00,65.25,68.3,61.05,66.3,375500
2026-04-02T10:27:00,66.1,66.1,62.3,63.2,176120
2026-04-02T10:28:00,62.75,69.25,62.7,65.2,233500
2026-04-02T10:29:00,65.0,67.45,64.2,66.25,136900
2026-04-02T10:30:00,65.75,68.75,63.3,66.15,239740
2026-04-02T10:31:00,66.0,67.05,62.3,62.5,190820
2026-04-02T10:32:00,62.55,65.5,60.2,64.6,417020
2026-04-02T10:33:00,64.4,67.8,61.0,67.0,230680
2026-04-02T10:34:00,67.45,67.95,65.5,66.25,212420
2026-04-02T10:35:00,65.55,68.6,62.85,67.5,223560
2026-04-02T10:36:00,66.9,68.4,61.15,64.45,301840
2026-04-02T10:37:00,64.55,66.0,58.8,60.35,303340
2026-04-02T10:38:00,60.6,62.4,56.35,59.45,282780
2026-04-02T10:39:00,59.95,61.25,58.5,60.3,162760
2026-04-02T10:40:00,59.6,60.8,50.9,52.15,528920
2026-04-02T10:41:00,53.0,62.15,52.95,59.35,386960
2026-04-02T10:42:00,59.0,59.0,53.75,55.2,234960
2026-04-02T10:43:00,54.8,61.45,53.8,56.7,209100
2026-04-02T10:44:00,55.95,60.75,55.6,60.15,160340
2026-04-02T10:45:00,58.95,60.4,57.7,58.95,217260
2026-04-02T10:46:00,59.4,62.2,56.95,60.35,223200
2026-04-02T10:47:00,61.2,70.3,61.15,68.7,614360
2026-04-02T10:48:00,68.8,70.2,66.2,66.2,325300
2026-04-02T10:49:00,66.55,66.6,59.55,63.75,365520
2026-04-02T10:50:00,63.85,67.05,62.05,64.8,194660
2026-04-02T10:51:00,64.4,65.1,62.35,64.4,175300
2026-04-02T10:52:00,64.75,64.95,61.1,63.55,177280
2026-04-02T10:53:00,63.6,63.6,50.6,50.6,737120
2026-04-02T10:54:00,48.35,54.05,46.6,53.2,954200
2026-04-02T10:55:00,53.0,56.5,51.1,51.75,321120
2026-04-02T10:56:00,51.3,51.3,46.15,46.15,413460
2026-04-02T10:57:00,46.65,49.3,43.95,48.95,580900
2026-04-02T10:58:00,48.6,52.8,47.0,52.5,287660
2026-04-02T10:59:00,52.3,54.8,47.4,47.5,295260
2026-04-02T11:00:00,46.7,49.5,45.55,48.3,278380
