timestamp,open,high,low,close,volume
2026-04-02T09:15:00,72262.05,72262.05,71654.54,71667.5,588174
2026-04-02T09:16:00,71664.51,71783.19,71608.48,71731.93,273062
2026-04-02T09:17:00,71750.84,71838.74,71750.84,71782.78,185000
2026-04-02T09:18:00,71775.82,71777.34,71719.46,71726.11,152605
2026-04-02T09:19:00,71715.31,71728.62,71654.65,71660.11,116720
2026-04-02T09:20:00,71666.13,71696.73,71635.61,71688.15,104863
2026-04-02T09:21:00,71688.98,71688.98,71643.49,71668.67,75260
2026-04-02T09:22:00,71671.75,71703.68,71640.6,71697.71,66414
2026-04-02T09:23:00,71694.59,71772.24,71686.27,71735.43,119862
2026-04-02T09:24:00,71730.14,71762.75,71712.32,71756.03,44367
2026-04-02T09:25:00,71758.11,71792.96,71754.66,71789.98,53368
2026-04-02T09:26:00,71783.25,71785.93,71718.93,71718.93,55840
2026-04-02T09:27:00,71722.95,71780.21,71715.8,71760.11,42799
2026-04-02T09:28:00,71756.71,71760.11,71722.07,71736.4,44637
2026-04-02T09:29:00,71734.14,71746.21,71709.36,71724.33,35545
2026-04-02T09:30:00,71730.77,71785.36,71722.46,71773.95,63362
2026-04-02T09:31:00,71776.77,71823.37,71767.0,71777.1,57012
2026-04-02T09:32:00,71768.32,71796.74,71759.37,71769.24,45297
2026-04-02T09:33:00,71767.78,71771.15,71732.16,71745.23,38303
2026-04-02T09:34:00,71750.34,71782.11,71737.67,71777.71,26100
2026-04-02T09:35:00,71783.54,71784.44,71758.95,71782.86,23140
2026-04-02T09:36:00,71774.11,71849.17,71738.35,71810.31,31581
2026-04-02T09:37:00,71822.94,71902.87,71813.82,71860.44,21629
2026-04-02T09:38:00,71871.81,71881.12,71818.28,71856.16,29577
2026-04-02T09:39:00,71855.32,71855.32,71743.96,71776.63,60557
2026-04-02T09:40:00,71777.82,71793.11,71729.77,71787.93,56789
2026-04-02T09:41:00,71795.69,71846.33,71787.94,71808.11,40893
2026-04-02T09:42:00,71806.46,71823.57,71745.86,71751.44,27795
2026-04-02T09:43:00,71762.54,71809.73,71760.62,71778.96,41544
2026-04-02T09:44:00,71774.22,71784.9,71760.21,71771.71,32692
2026-04-02T09:45:00,71779.2,71834.41,71776.95,71808.86,29590
2026-04-02T09:46:00,71816.02,71816.02,71755.24,71755.24,38826
2026-04-02T09:47:00,71748.76,71790.85,71742.6,71751.87,22268
2026-04-02T09:48:00,71752.27,71767.85,71704.52,71715.56,39196
2026-04-02T09:49:00,71723.27,71731.11,71685.54,71727.75,47809
2026-04-02T09:50:00,71720.72,71738.99,71688.21,71713.35,21066
2026-04-02T09:51:00,71708.49,71724.23,71689.5,71714.96,35113
2026-04-02T09:52:00,71711.76,71712.42,71658.17,71659.38,33788
2026-04-02T09:53:00,71666.31,71682.79,71642.53,71682.79,32250
2026-04-02T09:54:00,71692.83,71707.45,71653.17,71681.99,19522
2026-04-02T09:55:00,71682.32,71693.33,71644.99,71693.33,18187
2026-04-02T09:56:00,71692.98,71706.79,71668.92,71676.7,24656
2026-04-02T09:57:00,71673.98,71693.87,71652.1,71658.41,31978
