timestamp,open,high,low,close,volume
2026-04-02T09:15:00,22383.4,22394.65,22221.7,22224.2,10311114
2026-04-02T09:16:00,22224.2,22263.4,22209.15,22254.65,4801728
2026-04-02T09:17:00,22258.3,22285.0,22252.9,22265.9,3784826
2026-04-02T09:18:00,22265.25,22267.55,22247.75,22249.25,2424996
2026-04-02T09:19:00,22249.25,22249.25,22220.1,22228.0,2602653
2026-04-02T09:20:00,22226.35,22235.05,22215.6,22229.2,1879856
2026-04-02T09:21:00,22228.45,22230.7,22218.7,22229.25,1681387
2026-04-02T09:22:00,22229.25,22233.25,22216.0,22228.8,1731694
2026-04-02T09:23:00,22228.1,22255.95,22226.0,22243.05,2507605
2026-04-02T09:24:00,22241.6,22253.2,22235.6,22252.15,1625051
2026-04-02T09:25:00,22252.15,22261.6,22248.0,22258.0,1827623
2026-04-02T09:26:00,22257.85,22258.9,22236.35,22240.15,1790382
2026-04-02T09:27:00,22239.15,22256.7,22237.75,22251.15,1779640
2026-04-02T09:28:00,22250.4,22252.05,22240.5,22241.7,1332899
2026-04-02T09:29:00,22240.75,22251.6,22240.0,22244.45,1247427
2026-04-02T09:30:00,22244.35,22262.45,22242.8,22257.55,1491962
2026-04-02T09:31:00,22258.9,22268.75,22249.8,22249.8,1719919
2026-04-02T09:32:00,22249.5,22258.65,22248.55,22249.85,1626552
2026-04-02T09:33:00,22250.3,22251.4,22239.45,22244.75,1200428
2026-04-02T09:34:00,22244.3,22256.85,22241.5,22255.4,1510008
2026-04-02T09:35:00,22253.5,22254.5,22246.9,22248.65,1321626
2026-04-02T09:36:00,22247.2,22274.35,22244.0,22271.3,1254195
2026-04-02T09:37:00,22271.05,22290.75,22268.95,22284.25,1229934
2026-04-02T09:38:00,22284.55,22285.05,22268.9,22280.05,954994
2026-04-02T09:39:00,22279.65,22280.1,22249.75,22251.45,1809590
2026-04-02T09:40:00,22249.9,22259.95,22244.0,22258.5,1204129
2026-04-02T09:41:00,22261.05,22278.1,22261.05,22271.0,1305475
